restaurant_name,name,rating,review
Warung Seafood Hezleem,Veri Hezl,5.0,Sedaaaap
Special Sweke dan Seafood Mr Bamz,Maria Copeland,4.0,"If you like to play bowling , this is the right place for you to hang out with your friends.It costs IDR 200,00 for 1 hour and IDR 10,000 for rental shoes."
Special Sweke dan Seafood Mr Bamz,Alfred's Guide,5.0,"Very near to my church, very nice place to take a drink after prayerss"
Special Sweke dan Seafood Mr Bamz,Water Lily,5.0,One of the good place to hang out... Taste of foods are goods
Special Sweke dan Seafood Mr Bamz,Sulistya Ferry Sudarsono,5.0,Cy oyeeee
Special Sweke dan Seafood Mr Bamz,trisna yudha styawan,4.0,Ok
Special Sweke dan Seafood Mr Bamz,Aspo,4.0,Ok
Special Sweke dan Seafood Mr Bamz,Jhon 007,4.0,Ok
Special Sweke dan Seafood Mr Bamz,Ithinx MildNet,5.0,Top
Special Sweke dan Seafood Mr Bamz,PAKEM Project,5.0,Good
Special Sweke dan Seafood Mr Bamz,Pemuda Masa Depan,3.0,Good
Special Sweke dan Seafood Mr Bamz,bachtiar siagian,4.0,Yummy
Special Sweke dan Seafood Mr Bamz,firdaus kurniawan,4.0,Lhebbb song
Special Sweke dan Seafood Mr Bamz,Fransiskus Cuk,5.0,Cozy place
Special Sweke dan Seafood Mr Bamz,Yugo Bimawan (Yugo),5.0,"(Translated by Google) Special mantabs, Special delicious, Special service, The mixture of spices from an experienced cooking chef, and high taste, for the problem of the price is still affordable and not too expensive. Suggestions and input for the manager / owner to add other types of menu dishes to make it more varied and customers more satisfied, and it is hoped that the manager / owner will continue to maintain the taste and quality of the dishes. Thank you. Please try to taste the dishes and food here. Guaranteed satisfaction and pleasure. Recommended. (Original) Special mantabs, Special lezat, Special layanannya, Racikan bumbu dari koki masak yang berpengalaman, dan cita rasa tinggi, untuk masalah harga masih terjangkau dan tidak terlalu mahal. Saran dan masukan bagi pengelola/pemilik untuk menambah jenis menu masakan lainnya agar lebih variatif dan pelanggan semakin puas, dan diharapkan pengelola / pemilik terus mempertahankan rasa dan kualitas masakan. Terinakasih. Silahkan mencoba mencicipi hidangan dan makanan sini. Dijamin puas dan nikmat. Recommended."
Special Sweke dan Seafood Mr Bamz,Yusack Yusanta,5.0,"(Translated by Google) The food is delicious, cheap prices with large portions... Fried prawns, sweet and sour squid and crispy tempeh tofu... delicious (Original) Makanannya enak, harga murah dengan porsi banyak... Udang goreng, cumi asam manis sama tahu tempe crispy nya...lezat"
Special Sweke dan Seafood Mr Bamz,Maz Kodok,5.0,(Translated by Google) A comfortable place to be with friends and best friends (Original) Tempat yang nyaman untuk bersama teman dan sahabat
Special Sweke dan Seafood Mr Bamz,farid setiawan,4.0,(Translated by Google) near the office..cheap(Original)dekat kantor..murah
Special Sweke dan Seafood Mr Bamz,Sidik Widi Sasmito,4.0,(Translated by Google) Facilities can be upgraded again to make it more comfortable. (Original) Bisa diupgrade lagi fasilitasnya supaya lebih nyaman.
Special Sweke dan Seafood Mr Bamz,Efrain Kristiarianto,4.0,"(Translated by Google) This shop is located on Jl. Kusumawardani, not far from the UNDIP Pleburan area. The food here tastes good and is reasonably priced. But unfortunately the place is not clean. (Original) Warung ini terletak di Jl. Kusumawardani, tidak jauh dari kawasan UNDIP Pleburan. Makanan disini rasanya enak dan harga terjangkau. Tapi sayang tempat kurang bersih."
Special Sweke dan Seafood Mr Bamz,Riez Mahardika,5.0,(Translated by Google) Hang out place to drink the one you like (Original) Tempat nongkrong n minum yg asekkk
Special Sweke dan Seafood Mr Bamz,Yenika 15,5.0,"(Translated by Google) The menu is delicious, it's confusing to choose (Original) Menunya enak2 smpi bingung milihnya"
Special Sweke dan Seafood Mr Bamz,arifin adzkiya,3.0,(Translated by Google) OK for hanging out. Delicious meal. Know crispy fry is a crispy plate. Dear I'm anti beer (Original) Ok buat nongkrong .masakan enak .tahu goreng crispy sepiring renyah.sayang saya anti beer
Special Sweke dan Seafood Mr Bamz,Gupuh Sakti,5.0,(Translated by Google) Typical dishes with home-cooked food (Original) Masakan yg khas dengan makanan rumahan dehh
Special Sweke dan Seafood Mr Bamz,ERNESTIAN LONTONG,5.0,(Translated by Google) Nice place to eat and hang out (Original) Tempat enak buat makan dan nongkrong
Special Sweke dan Seafood Mr Bamz,r moch Iqbal,5.0,(Translated by Google) Delicious food and good portions (Original) Masakan lezat dan porsi yg mantab
Special Sweke dan Seafood Mr Bamz,Mama Marni,4.0,(Translated by Google) Mantul....affordable price....let's raid the swekee gravy...it's really kicking (Original) Mantul....harga terjangkau....ayo serbu swekee kuahnya...nendang banget
Special Sweke dan Seafood Mr Bamz,Agus Priyanto,3.0,(Translated by Google) strategic place and easy to reach ... its unique food swike (Original) tempatnya strategis dan mudah d jangkau...makanan khasnya swike
Special Sweke dan Seafood Mr Bamz,Teguh Kustanto,3.0,(Translated by Google) A great place to hang out with friends without having to worry about the price of the right food (Original) Tempat yang cocok untuk nongkrong dengan teman tanpa harus takut tentang harga makanan yang cocok
Special Sweke dan Seafood Mr Bamz,Alesha Hirnawan,4.0,"(Translated by Google) The scallops are solid, pushed with congyang (Original) Kerang nya mantap, didorong pakai congyang"
Special Sweke dan Seafood Mr Bamz,Bambang Sutikno,5.0,"(Translated by Google) A cool natural place to chat, the food is delicious and cheap (Original) Tempat alami asik buat ngobrol makanan nya enak dan murah"
Special Sweke dan Seafood Mr Bamz,Rival Istiawan,3.0,"(Translated by Google) Delicious sweet spicy shellfish, famous for being drunk (Bambang Swieke) (Original) Kerang pedas manisnya enak, terkenal untuk mabuk (bambang swieke)"
Special Sweke dan Seafood Mr Bamz,Nakjohn Lj,5.0,"(Translated by Google) Great place to hang out with friends, enjoy. (Original) Tempat bagus buat berkumpul bersama teman, selamat menikmati."
Special Sweke dan Seafood Mr Bamz,Sidik Widi Sasmito,4.0,"(Translated by Google) The one outside isn't raining anymore .. in fact, the one inside now (Original) Yg diluar udah nggak keujanan .. malah sumuk yg di dalem sekarang"
Special Sweke dan Seafood Mr Bamz,Nicholaz Angga R,5.0,"(Translated by Google) The food is great, especially the scallops and the scallops... two thumbs up... (Original) Masakannya mantab, apalagi kerang dan serimpingnya... two thumbs up..."
Special Sweke dan Seafood Mr Bamz,IG zonanyemil,4.0,"(Translated by Google) The srimping is solid, it's just that the fried frog is less salty. (Original) Srimpingnya mantap, hanya saja kodok gorengnya kurang asin."
Special Sweke dan Seafood Mr Bamz,Benny Van,5.0,(Translated by Google) A cafe that truly understands the little people ... great (Original) Sebuah cafe yang sungguh mengerti rakyat kecil...mantab
Special Sweke dan Seafood Mr Bamz,Wahyu Anggono,4.0,(Translated by Google) Rica is great(Original)Rica2nya mantab
Special Sweke dan Seafood Mr Bamz,yogi iyan,5.0,(Translated by Google) Now focus more on selling liquor (Original) Sekarang lebih fokus ke jualan minuman keras
Special Sweke dan Seafood Mr Bamz,yosep Teo,5.0,(Translated by Google) Delicious food that fits right in (Original) Lezat makananya cocok di.lidah
Special Sweke dan Seafood Mr Bamz,danu anggara,5.0,(Translated by Google) The sauce sauce ... wow it's spicy (Original) Saus ricanya...wow pedas habis
Special Sweke dan Seafood Mr Bamz,Ahmad Sabar,4.0,(Translated by Google) Cool place to hang out (Original) Tempatnya rame asik buat nongkrong
Special Sweke dan Seafood Mr Bamz,Bayu Sim,5.0,(Translated by Google) A place that sells typical Semarang drinks (Original) Sebuah tempat yg menjual minuman khas semarang
Special Sweke dan Seafood Mr Bamz,Budi Susilo,5.0,(Translated by Google) A cheap gathering place (Original) Tempat buat ngumpul yg murah meriah
Special Sweke dan Seafood Mr Bamz,Dian Indrawan,3.0,(Translated by Google) The boiled scallops are delicious + black beer (Original) Kerang rebus nya enak + beer hitam
Special Sweke dan Seafood Mr Bamz,Cahya Dian Setiyanugroho,5.0,(Translated by Google) Favorite crispy tofu and iced tea .. (Original) Favorite tahu crispy dan es teh..
Special Sweke dan Seafood Mr Bamz,Fifi Purba,5.0,"(Translated by Google) Cozy place, good for chatting too (Original) Tempat nyaman, buat ngobrol juga enak"
Special Sweke dan Seafood Mr Bamz,Wiji Sulistyo,5.0,(Translated by Google) Very busy with visitors at night (Original) Rame bgt pengunjungnya klo malem
Special Sweke dan Seafood Mr Bamz,Prihartono Nugrohoadi,3.0,(Translated by Google) Pretty good for sweike fans (Original) Lumayan baik tuk penggemar sweike
Special Sweke dan Seafood Mr Bamz,jon tera,4.0,"(Translated by Google) It looks good, it's clean(Original)Mknan enak, tmpt krg bersih"
Special Sweke dan Seafood Mr Bamz,Darus Heru Sampurna,4.0,(Translated by Google) Great hangout ...(Original)Tempat nongkrong yg joss...
Special Sweke dan Seafood Mr Bamz,sar jhono,5.0,(Translated by Google) It's fun to hang out(Original)Asyik buat nongkring
Special Sweke dan Seafood Mr Bamz,fery widyanto,5.0,(Translated by Google) Delicious(Original)Enak enak
Special Sweke dan Seafood Mr Bamz,Diah Agustina,3.0,"(Translated by Google) Not bad, a place to hang out for a while (Original) Lumayan, tempat untuk nongkrong sebentar"
Special Sweke dan Seafood Mr Bamz,Erick Rix,4.0,(Translated by Google) Not only selling sweaters(Original)Gak cuma jual sweke
Special Sweke dan Seafood Mr Bamz,Yoggy Prasetyo,5.0,(Translated by Google) Cheaphhhh suitable for hanging out (Original) Murahhhhh cocok buat nongkrong
Special Sweke dan Seafood Mr Bamz,kanthing 02,3.0,(Translated by Google) close at two o'clock in the evening(Original)tutup jam dua malem
Special Sweke dan Seafood Mr Bamz,Dwi Saputro,5.0,(Translated by Google) Suitable for friends(Original)Cocok buat sama teman2
Special Sweke dan Seafood Mr Bamz,andi zulianto,4.0,(Translated by Google) The sweet spicy clam kicks 👍 (Original) Kerang pedas manisnya nendang 👍
Special Sweke dan Seafood Mr Bamz,GREAT GHAZY,2.0,(Translated by Google) The swekee is not fresh(Original)Kurang seger swekee nya
Special Sweke dan Seafood Mr Bamz,Ferdi Kalian,5.0,(Translated by Google) Not bad food(Original)Lumayan makanannya
Special Sweke dan Seafood Mr Bamz,Aditya Bagus Prasita Putra,4.0,(Translated by Google) Cozy place(Original)Nyaman tempatnya
Special Sweke dan Seafood Mr Bamz,Achmad Husni,5.0,(Translated by Google) Ok fine(Original)Ok lah
Special Sweke dan Seafood Mr Bamz,Taryono Putranto,5.0,(Translated by Google) Crazy delicious(Original)Enak gila
Special Sweke dan Seafood Mr Bamz,Agnez Haryanto,4.0,(Translated by Google) Delicious n standard prices(Original)Enak n harga standart
Special Sweke dan Seafood Mr Bamz,E.s Widodo,5.0,(Translated by Google) His catfish head is great....(Original)Kepala manyung nya mantab....
Special Sweke dan Seafood Mr Bamz,Fakhru ddin,5.0,(Translated by Google) Sweeke plus CY or Beer. Yahud! (Original) Sweeke plus CY atau Bir. Yahud!
Special Sweke dan Seafood Mr Bamz,Adib Ys,5.0,(Translated by Google) cool for hanging out(Original)asik buat nongkrong
Special Sweke dan Seafood Mr Bamz,Julianto Handoko (Handoko),5.0,(Translated by Google) Cheap price(Original)Harga murah meriah
Special Sweke dan Seafood Mr Bamz,imam Honda,4.0,(Translated by Google) Unfortunately it's not in the music(Original)Sayangnya gak da musiknya
Special Sweke dan Seafood Mr Bamz,Eko Prasetyo Rachman,5.0,(Translated by Google) Delicious seafood...(Original)Makanan seafood yg lezat...
Special Sweke dan Seafood Mr Bamz,nandi hiranyo,5.0,(Translated by Google) Ready to drink specials(Original)Sedia minuman2 khas semarang
Special Sweke dan Seafood Mr Bamz,Priyo Suprapto,3.0,(Translated by Google) For those who like konkow ...(Original)Bagi yg suka konkow...
Special Sweke dan Seafood Mr Bamz,Fahri ID,5.0,"(Translated by Google) Great, strategic, fast, and comfortable (Original) Mantap, strategis, cepat, dan nyaman"
Special Sweke dan Seafood Mr Bamz,Andhi Dwi Anggoro,5.0,(Translated by Google) Comfortable & fun(Original)Nyaman & asyik
Special Sweke dan Seafood Mr Bamz,Theo Markis,5.0,👍
Special Sweke dan Seafood Mr Bamz,Rudy Permadhi,4.0,(Translated by Google) It's pretty good(Original)Swekenya lumayan
Special Sweke dan Seafood Mr Bamz,Djs Flasher,5.0,(Translated by Google) This great culinary(Original)Kuliner mantab ini
Special Sweke dan Seafood Mr Bamz,Sulistyo Nugroho,5.0,(Translated by Google) Great .... delicious ...(Original)Mantap....maknyus...
Special Sweke dan Seafood Mr Bamz,Farichna .gisella,4.0,(Translated by Google) 😍(Original)😙😍
Special Sweke dan Seafood Mr Bamz,edi susanto,3.0,(Translated by Google) it's not as good as the place(Original)kurang srek tempat nya
Special Sweke dan Seafood Mr Bamz,Yoseph Damar,3.0,(Translated by Google) Narrow place(Original)Tempat sempit
Special Sweke dan Seafood Mr Bamz,Delviadri Aprina Putra,5.0,(Translated by Google) Know crispy + cy😍(Original)Tahu crispy + cy😍
Special Sweke dan Seafood Mr Bamz,Fathan Hanifa,5.0,(Translated by Google) Very delicious(Original)Enak sekali
Special Sweke dan Seafood Mr Bamz,dian ardhiyanto,5.0,(Translated by Google) It's really good(Original)Enak pokoknya
Special Sweke dan Seafood Mr Bamz,DoTA2 Reporter,5.0,(Translated by Google) Yummy(Original)Enakk
Special Sweke dan Seafood Mr Bamz,Adhi Dekha,5.0,(Translated by Google) Delicious and cheap(Original)Enak dan murah
Special Sweke dan Seafood Mr Bamz,Jack Kentis,5.0,(Translated by Google) The location of my house(Original)Lokasi rumahku ya
Special Sweke dan Seafood Mr Bamz,Andi Djatmiko,5.0,(Translated by Google) It tastes good(Original)Rasanya mantab
Special Sweke dan Seafood Mr Bamz,Poedjiejanto Kiran,5.0,(Translated by Google) Delicious and delicious(Original)Enak dan lezat
Special Sweke dan Seafood Mr Bamz,bonek viking,5.0,(Translated by Google) great(Original)Mantab
Special Sweke dan Seafood Mr Bamz,Aksa Alfarizie Aksa,5.0,nyus
Special Sweke dan Seafood Mr Bamz,agung sasongko,4.0,(Translated by Google) All circles are here(Original)Smua kalangan ada dsini
Special Sweke dan Seafood Mr Bamz,BB Yesyu,5.0,(Translated by Google) Special menu(Original)Menu istimewaaaa
Special Sweke dan Seafood Mr Bamz,sar jhono,5.0,(Translated by Google) Places for transportation q(Original)Tempat tongkrongan q
Special Sweke dan Seafood Mr Bamz,Ferri cah semarang,5.0,(Translated by Google) Cozy place(Original)Tempat nyaman
Special Sweke dan Seafood Mr Bamz,ali mustofa,5.0,(Translated by Google) CHAMPION !!!(Original)JUARA !!!
Special Sweke dan Seafood Mr Bamz,Silent pliss!,5.0,
Special Sweke dan Seafood Mr Bamz,akbar kahfi,4.0,(Translated by Google) a great place(Original)tempat yang bagus
Special Sweke dan Seafood Mr Bamz,Farchat AL KURSI,3.0,(Translated by Google) There are mosquitoes(Original)Ada nyamuk
Special Sweke dan Seafood Mr Bamz,mahendra putra 234,5.0,(Translated by Google) Srimping is good(Original)Srimpingnya enk
